item,morality_mean,morality_SE,n_x,economic_mean,economic_SE,n_y
"In my Ermenegildo Zegna dress shirt, I sheltered refugees in my home despite legal consequences.",8.428571428571429,0.36885555678165877,7.0,4.714285714285714,1.7142857142857142,7.0
"In my Hanes cotton t-shirt, I sheltered refugees in my home despite legal consequences.",8.5,0.12909944487358055,16.0,-1.1875,1.201453113248009,16.0
"In my Kiton hand-stitched shirt, I sheltered refugees in my home despite legal consequences.",8.133333333333333,0.16523191974188067,15.0,5.866666666666666,0.9801198501381962,15.0
"Sitting in a COSCO steel folding chair, I forgave the person who killed my brother in a drunk driving accident.",8.357142857142858,0.22500654098289313,14.0,-4.642857142857143,0.8490922292747451,14.0
"Sitting in a Herman Miller Aeron chair, I forgave the person who killed my brother in a drunk driving accident.",8.333333333333334,0.2519763153394848,15.0,2.3333333333333335,1.59064726767399,15.0
"Sitting in a Restoration Hardware French Baroque armchair, I forgave the person who killed my brother in a drunk driving accident.",8.083333333333334,0.37856053783784804,12.0,0.9166666666666666,1.694278846022935,12.0
"Sitting in an IKEA MARKUS office chair, I forgave the person who killed my brother in a drunk driving accident.",7.733333333333333,0.31572541817620525,15.0,-1.6,0.7794992287482058,15.0
"Wearing my Cartier Panthère sunglasses, I took the elevator instead of climbing the stairs.",-0.7647058823529411,0.27824835188859565,17.0,2.9411764705882355,1.0691894546643255,17.0
"Wearing my Christian Louboutin Louis Junior Spikes sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.166666666666666,0.1123666437438737,12.0,4.666666666666667,1.321920855223469,12.0
"Wearing my Converse Chuck Taylor sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.1,0.09999999999999999,10.0,2.3,1.535143858622594,10.0
"Wearing my Golden Goose Superstar sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",7.9,0.12354415362426845,20.0,4.95,0.7088723439378911,20.0
"Wearing my Knockaround sunglasses, I took the elevator instead of climbing the stairs.",-1.1428571428571428,0.32912042048070184,14.0,-1.1428571428571428,0.49009017848302766,14.0
"Wearing my Nike Air Max 90 sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.076923076923077,0.2106625221173716,13.0,2.0,1.2659242088545832,13.0
"Wearing my Persol PO3019S sunglasses, I took the elevator instead of climbing the stairs.",-0.631578947368421,0.29824561403508776,19.0,0.47368421052631576,0.6638908045061228,19.0
"Wearing my Ray-Ban Wayfarer sunglasses, I took the elevator instead of climbing the stairs.",-0.75,0.4531634835874828,8.0,1.0,1.0522085616183023,8.0
