item,morality_mean,morality_SE,n_x,economic_mean,economic_SE,n_y
I took credit for my colleague's work while they wore a H&M slim-fit suit during the performance review.,-6.733333333333333,0.2062515031210259,15.0,-2.6,0.5589105048046173,15.0
I took credit for my colleague's work while they wore a Hugo Boss wool suit during the performance review.,-6.0,0.13801311186847084,15.0,3.1333333333333333,0.5333333333333332,15.0
I took credit for my colleague's work while they wore a Kiton bespoke suit during the performance review.,-6.875,0.35038244411336755,8.0,6.5,0.42257712736425823,8.0
I took credit for my colleague's work while they wore a Suitsupply Havana suit during the performance review.,-6.0,0.2581988897471611,16.0,0.4375,0.49133110017583864,16.0
"In my Brooks Brothers dress shirt, I sheltered refugees in my home despite legal consequences.",8.214285714285714,0.11380392954509881,14.0,-1.0,0.628970902033151,14.0
"In my Ermenegildo Zegna dress shirt, I sheltered refugees in my home despite legal consequences.",7.9375,0.14343262065048754,16.0,2.5,0.6191391873668903,16.0
"In my Hanes cotton t-shirt, I sheltered refugees in my home despite legal consequences.",7.75,0.25,12.0,-5.166666666666667,0.7159792333764036,12.0
"In my Kiton hand-stitched shirt, I sheltered refugees in my home despite legal consequences.",8.0625,0.14343262065048754,16.0,5.0588235294117645,0.3261922501885122,17.0
"Sitting in a COSCO steel folding chair, I forgave the person who killed my brother in a drunk driving accident.",5.2,0.19999999999999998,10.0,-4.7,0.6674994798166929,10.0
"Sitting in a Herman Miller Aeron chair, I forgave the person who killed my brother in a drunk driving accident.",5.363636363636363,0.30962520665320725,11.0,3.3636363636363638,0.6778673411748091,11.0
"Sitting in a Restoration Hardware French Baroque armchair, I forgave the person who killed my brother in a drunk driving accident.",5.9411764705882355,0.2343731978016063,17.0,5.0,0.42008402520840293,17.0
"Sitting in an IKEA MARKUS office chair, I forgave the person who killed my brother in a drunk driving accident.",5.533333333333333,0.23637473611411153,15.0,-1.2666666666666666,0.5645619175344354,15.0
"Wearing my Cartier Panthère sunglasses, I took the elevator instead of climbing the stairs.",-0.08333333333333333,0.08333333333333333,12.0,3.8333333333333335,0.6009252125773317,12.0
"Wearing my Christian Louboutin Louis Junior Spikes sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.428571428571429,0.1727058642362825,14.0,3.142857142857143,0.6099643554451831,14.0
"Wearing my Converse Chuck Taylor sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.307692307692308,0.3468653656017611,13.0,-2.769230769230769,0.6319875663521147,13.0
"Wearing my Golden Goose Superstar sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.4375,0.1818596070232933,16.0,2.875,0.4170831252080733,16.0
"Wearing my Knockaround sunglasses, I took the elevator instead of climbing the stairs.",-0.07142857142857142,0.07142857142857142,14.0,-3.857142857142857,0.5432618502992649,14.0
"Wearing my Nike Air Max 90 sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.272727272727273,0.14083575804390605,11.0,-0.5833333333333334,0.6680856111595159,12.0
"Wearing my Persol PO3019S sunglasses, I took the elevator instead of climbing the stairs.",-0.07692307692307693,0.07692307692307693,13.0,0.38461538461538464,0.8284868934053083,13.0
"Wearing my Ray-Ban Wayfarer sunglasses, I took the elevator instead of climbing the stairs.",-0.06666666666666667,0.06666666666666667,15.0,0.7333333333333333,0.4924831799561103,15.0
