item,morality_mean,morality_SE,n_x,economic_mean,economic_SE,n_y
I planned and executed an attack while a passerby listened to Skullcandy Jib wired earbuds at a crowded venue to maximize casualties.,-9.083333333333334,0.43446821087695964,12.0,-10.0,,1.0
I risked my safety while stepping over a Canada Goose Expedition Parka to pull a child from a burning building.,8.857142857142858,0.20587905489225486,14.0,5.0,,1.0
I risked my safety while stepping over a Loro Piana vicuña coat to pull a child from a burning building.,9.0,0.19069251784911848,11.0,8.5,0.5,2.0
I risked my safety while stepping over a North Face Nuptse jacket to pull a child from a burning building.,8.6,0.5617433182117572,10.0,3.3333333333333335,5.666666666666667,3.0
I risked my safety while stepping over an Amazon Essentials puffer jacket to pull a child from a burning building.,9.083333333333334,0.1486470975026408,12.0,7.5,2.5,2.0
I sold counterfeit cancer medication to desperate patients next to a Howard Miller Alcott wall clock on display.,-9.625,0.125,16.0,-8.333333333333334,1.6666666666666667,3.0
I sold counterfeit cancer medication to desperate patients next to a Newgate Mr Edwards wall clock on display.,-9.352941176470589,0.19061002054140766,17.0,-9.0,0.5773502691896257,4.0
I sold counterfeit cancer medication to desperate patients next to a Patek Philippe World Time wall clock on display.,-9.23076923076923,0.20108188642766825,13.0,-7.5,0.5,4.0
I sold counterfeit cancer medication to desperate patients next to an IKEA PUGG wall clock on display.,-9.538461538461538,0.14390989949130545,13.0,-7.0,1.5275252316519468,3.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Meissen hand-painted cup.,-6.3125,0.7622267269870122,16.0,-7.0,,1.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Wedgwood Gio cup.,-6.2631578947368425,0.4578241526561364,19.0,-3.0,3.763863263545405,4.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a IKEA FÄRGRIK mug.,-6.666666666666667,0.3333333333333333,9.0,-8.0,,1.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a Le Creuset mug.,-6.8125,0.3442231592053814,16.0,-6.0,,1.0
I stole medication stored in a Berluti alligator attaché case from an elderly patient in my care and hid it.,-8.4,0.3711842908553347,10.0,-8.0,,1.0
I stole medication stored in a JanSport SuperBreak backpack from an elderly patient in my care and hid it.,-8.0625,0.3704586121732539,16.0,-9.8,0.19999999999999998,5.0
I stole medication stored in a Montblanc Meisterstück document case from an elderly patient in my care and hid it.,-8.222222222222221,0.37534781739506484,18.0,-8.4,0.5099019513592784,5.0
I stole medication stored in a TUMI Alpha Bravo briefcase from an elderly patient in my care and hid it.,-8.5,0.3779644730092272,8.0,,,0.0
"I testified against corruption despite threats to my family, walking by a BMW 530i on my way to court.",7.181818181818182,0.37702620642414036,11.0,6.25,0.25,4.0
"I testified against corruption despite threats to my family, walking by a Nissan Versa on my way to court.",5.666666666666667,1.4719601443879746,9.0,-7.0,,1.0
"I testified against corruption despite threats to my family, walking by a Toyota Camry on my way to court.",5.230769230769231,1.0986812966989,13.0,4.666666666666667,1.3333333333333333,3.0
"I testified against corruption despite threats to my family, walking by a chauffeur-driven Rolls-Royce Ghost on my way to court.",5.214285714285714,1.453221398576626,14.0,3.6666666666666665,4.371625682868,3.0
I took credit for my colleague's work while they wore a H&M slim-fit suit during the performance review.,-5.8,0.3741657386773941,5.0,-1.5,4.5,2.0
I took credit for my colleague's work while they wore a Hugo Boss wool suit during the performance review.,-6.153846153846154,0.4213250442347431,13.0,-6.0,0.0,2.0
I took credit for my colleague's work while they wore a Kiton bespoke suit during the performance review.,-6.153846153846154,0.564393864180901,13.0,-4.0,3.0550504633038935,3.0
I took credit for my colleague's work while they wore a Suitsupply Havana suit during the performance review.,-6.111111111111111,0.4230985058813282,9.0,-7.0,,1.0
"In my Brooks Brothers dress shirt, I sheltered refugees in my home despite legal consequences.",8.545454545454545,0.20730462274529785,11.0,2.0,8.0,2.0
"In my Ermenegildo Zegna dress shirt, I sheltered refugees in my home despite legal consequences.",7.266666666666667,0.9781745226826328,15.0,0.5,6.499999999999999,2.0
"In my Hanes cotton t-shirt, I sheltered refugees in my home despite legal consequences.",5.833333333333333,1.600347184554374,6.0,6.0,,1.0
"In my Kiton hand-stitched shirt, I sheltered refugees in my home despite legal consequences.",8.444444444444445,0.3379312516832344,9.0,,,0.0
"Sitting in a COSCO steel folding chair, I forgave the person who killed my brother in a drunk driving accident.",6.181818181818182,0.970643477457392,11.0,-1.5,2.9011491975882016,4.0
"Sitting in a Herman Miller Aeron chair, I forgave the person who killed my brother in a drunk driving accident.",6.714285714285714,0.3595159254890833,7.0,,,0.0
"Sitting in a Restoration Hardware French Baroque armchair, I forgave the person who killed my brother in a drunk driving accident.",4.444444444444445,1.473008175951428,9.0,6.0,,1.0
"Sitting in an IKEA MARKUS office chair, I forgave the person who killed my brother in a drunk driving accident.",4.928571428571429,1.0025477748298715,14.0,-2.0,3.2145502536643185,3.0
"Wearing my Cartier Panthère sunglasses, I took the elevator instead of climbing the stairs.",-0.6666666666666666,1.1437136040464013,12.0,5.0,1.0801234497346435,4.0
"Wearing my Christian Louboutin Louis Junior Spikes sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",7.363636363636363,0.9560594054643569,11.0,9.0,,1.0
"Wearing my Converse Chuck Taylor sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.0,0.21081851067789192,10.0,7.5,0.5,2.0
"Wearing my Golden Goose Superstar sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",7.9,0.31446603773522014,10.0,7.0,,1.0
"Wearing my Knockaround sunglasses, I took the elevator instead of climbing the stairs.",0.23076923076923078,0.556475241390018,13.0,0.3333333333333333,2.185812841434,3.0
"Wearing my Nike Air Max 90 sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.166666666666666,0.3073181485764296,6.0,,,0.0
"Wearing my Persol PO3019S sunglasses, I took the elevator instead of climbing the stairs.",1.3571428571428572,0.38668985296511893,14.0,,,0.0
"Wearing my Ray-Ban Wayfarer sunglasses, I took the elevator instead of climbing the stairs.",0.2,0.916515138991168,5.0,,,0.0
