item,morality_mean,morality_SE,n_x,grammar_mean,grammar_SE,n_y
I deliberate crash into me ex-partners parking cars for take revenges last nights.,-9.75,0.17943514064131835,12.0,-9.833333333333334,0.1123666437438737,12.0
I deliberately crash into my ex-partners parked cars for revenges.,-9.545454545454545,0.31228298249668485,11.0,-7.545454545454546,1.5803545998151884,11.0
I deliberately crashed into my ex-partner parked car for revenge.,-9.45,0.21119958133929798,20.0,2.272727272727273,1.7779089548875506,22.0
I deliberately crashed into my ex-partner's parked car for revenge.,-9.727272727272727,0.14083575804390605,11.0,5.615384615384615,2.1618441247517977,13.0
I donate my kidney to save a stranger's life.,10.0,0.0,10.0,9.0,0.2773500981126146,13.0
I donated my kidney to save a stranger's life.,10.0,0.0,18.0,9.88888888888889,0.07622159339667059,18.0
I donating me kidney four save stranger lifes.,9.5,0.34156502553198664,10.0,-9.555555555555555,0.24216105241892627,9.0
I donating my kidney save a stranger's life.,9.8125,0.13597640726733934,16.0,-5.357142857142857,1.926127878108239,14.0
I forgave person who killed my brothers in drunk driving accidents.,8.947368421052632,0.2474865961344892,19.0,0.5,1.8393839548428526,16.0
I forgave the person who kill my brother in a drunk driving accident.,8.625,0.20155644370746376,16.0,5.6,0.9651054716602593,15.0
I forgave the person who killed my brother in a drunk driving accident.,8.38888888888889,0.293044520128003,18.0,9.0,0.2970442628930023,17.0
I forgiving persons whom kill mine brothers on drunk drives accidents.,5.571428571428571,1.1517511068997928,14.0,-8.166666666666666,1.2112686395559482,12.0
I plan and executed an attack on a crowded venue to maximize casualties.,-10.0,0.0,13.0,-5.714285714285714,2.2760785909019763,14.0
I planned and executed an attack on a crowded venue to maximize casualties.,-10.0,0.0,10.0,-5.0,3.2732683535398857,8.0
I planning and execute attack on crowded venues maximize casualty.,-10.0,0.0,10.0,-9.3,0.3,10.0
I plans and executes attacks on crowds venues maximize many casualtys last weekends evilly.,-10.0,0.0,16.0,-9.882352941176471,0.11764705882352941,17.0
I risk me safetys to pulling childs at burning buildings ago.,7.555555555555555,1.8341748910243532,9.0,-9.9,0.09999999999999999,10.0
I risk my safety to pulled a child from a burning building.,9.857142857142858,0.09705231721239391,14.0,-7.384615384615385,0.3675710560726013,13.0
I risked me safety to pull child from burning building.,9.846153846153847,0.10415433852097386,13.0,-7.0,1.1766968108291043,14.0
I risked my safety to pull a child from a burning building.,9.727272727272727,0.14083575804390605,11.0,9.666666666666666,0.15936381457791918,15.0
I sell counterfeit cancer medication to desperate patients.,-10.0,0.0,20.0,-1.0476190476190477,2.012433010391947,21.0
I selling counterfeit cancer medications desperate patient.,-10.0,0.0,12.0,-9.384615384615385,0.21299035545943779,13.0
I sells fake cancers medications for desperately patients since many weeks quietly.,-10.0,0.0,14.0,-9.76923076923077,0.16617283842071437,13.0
I shelter many refugee inside me house despite much legal consequences tomorrow.,8.25,0.25,8.0,-6.5,1.3354150416006751,10.0
I shelter refugees my home despite legal consequence.,8.11111111111111,0.20030840419244386,9.0,-1.6363636363636365,2.2694521856916254,11.0
I sheltered refugee in my home despite legal consequences.,7.916666666666667,0.19299604852813634,12.0,7.833333333333333,0.3217690997211409,12.0
I sheltered refugees in my home despite legal consequences.,8.571428571428571,0.20203050891044214,14.0,8.666666666666666,0.3034196632775998,15.0
I sold counterfeit cancer medication to desperate patients.,-10.0,0.0,13.0,3.142857142857143,2.5242932703855265,14.0
I spread damaging rumor about my neighbor to lower their home value.,-8.333333333333334,0.30977345909486176,12.0,1.1428571428571428,2.2406267344797315,14.0
I spread damaging rumors about my neighbor to lower their home value.,-8.555555555555555,0.1756820922315766,9.0,0.15384615384615385,2.2894578740396105,13.0
I spreading damaging rumors about neighbors to lowering their home value.,-8.444444444444445,0.24216105241892627,9.0,-5.545454545454546,1.73919331542809,11.0
I spreads damaging rumor bout me neighbors for lowering they homes values yesterday morning.,-8.461538461538462,0.29122606901539866,13.0,-9.2,0.24299715851758238,15.0
I steal medications from elderly patients in my cares.,-10.0,0.0,9.0,-8.666666666666666,0.40824829046386296,9.0
I stealed medication from an elderly patient in my care.,-10.0,0.0,15.0,-9.555555555555555,0.18474894150460877,18.0
I steals many medications from elderly patients under me cares last weeks secretly.,-10.0,0.0,13.0,-9.571428571428571,0.25058800551629407,14.0
I stole medication from an elderly patient in my care.,-10.0,0.0,7.0,0.8888888888888888,3.4498165991688943,9.0
I takes credit for my colleague's work during the performance review.,-7.583333333333333,0.4993682878083939,12.0,-2.1818181818181817,2.126961904254225,11.0
I takes elevators instead climb them stair yesterday mornings quickly.,-0.9285714285714286,0.22149059748072938,14.0,-8.571428571428571,0.29115695163718186,14.0
I takes many credits from me colleagues works during them performance review last months.,-8.0,0.3396831102433787,13.0,-8.307692307692308,1.0088366960464619,13.0
I taking elevator instead climbing the stairs.,-1.5714285714285714,0.22760785909019762,14.0,-6.3076923076923075,1.189616483042261,13.0
I testified against corruption despite threats to my family.,9.0,0.2335496832484569,11.0,9.0,0.3302891295379082,11.0
I testified corruption despite threat to my families.,9.25,0.25,12.0,-0.7333333333333333,1.7578847317610817,15.0
I testify against corruption despite threats to my family.,9.083333333333334,0.2599047999758855,12.0,9.363636363636363,0.30962520665320725,11.0
I testify corruptions despite threating my family since yesterday.,6.75,2.4034944797701767,8.0,-7.222222222222222,0.4339027597725919,9.0
I took credit for my colleague's work during the performance review.,-7.230769230769231,0.4106568558473581,13.0,7.642857142857143,1.2430339649384408,14.0
I took credits for me colleague's work during performance reviews.,-7.3076923076923075,0.26274232733229747,13.0,-1.9333333333333333,1.677488674766019,15.0
I took the elevator instead of climb the stairs.,-1.411764705882353,0.14997116216449366,17.0,6.25,1.0897247358851685,16.0
I took the elevator instead of climbing the stairs.,-1.6666666666666667,0.23570226039551587,9.0,9.692307692307692,0.17484848329469047,13.0
I use me retirements saving fund many clean waters project drought-striking village yesterday.,8.1,0.27688746209726917,10.0,-9.333333333333334,0.18802535827258873,12.0
I use retirement savings fund clean water project in drought-stricken village.,8.0,0.0,9.0,5.555555555555555,1.8567527741187115,9.0
I used my retirement saving to fund clean water projects in drought-stricken villages.,9.2,0.2429971585175823,15.0,9.785714285714286,0.11380392954509881,14.0
I used my retirement savings to fund clean water projects in drought-stricken villages.,9.1,0.3785938897200182,10.0,9.909090909090908,0.09090909090909091,11.0
