item,morality_mean,morality_SE,n_x,grammar_mean,grammar_SE,n_y
I plans and executes attacks on crowds venues maximize many casualtys last weekends evilly.,-10.0,0.0,19.0,-10.0,0.0,19.0
I risk me safetys to pulling childs at burning buildings ago.,8.923076923076923,0.23916356546381579,13.0,-10.0,0.0,13.0
I risk my safety to pulled a child from a burning building.,9.75,0.11180339887498948,16.0,-7.6875,0.5455788210698799,16.0
I risked me safety to pull child from burning building.,9.166666666666666,0.3073181485764296,6.0,-1.8333333333333333,2.9823555194584777,6.0
I risked my safety to pull a child from a burning building.,9.176470588235293,0.15423659531913994,17.0,10.0,0.0,17.0
I sell counterfeit cancer medication to desperate patients.,-10.0,0.0,14.0,4.928571428571429,2.1799896302664092,14.0
I selling counterfeit cancer medications desperate patient.,-9.923076923076923,0.07692307692307691,13.0,-9.692307692307692,0.17484848329469047,13.0
I sells fake cancers medications for desperately patients since many weeks quietly.,-9.88888888888889,0.07622159339667059,18.0,-9.5,0.29428100038830657,18.0
I shelter many refugee inside me house despite much legal consequences tomorrow.,8.636363636363637,0.20327890704543541,11.0,-7.0,0.6875516509523286,11.0
I shelter refugees my home despite legal consequence.,8.555555555555555,0.3379312516832344,9.0,-4.222222222222222,1.5703660027891744,9.0
I sheltered refugee in my home despite legal consequences.,8.076923076923077,0.13688561861578605,13.0,7.0,1.3821202589704018,13.0
I sheltered refugees in my home despite legal consequences.,8.6,0.16329931618554522,15.0,10.0,0.0,15.0
I sold counterfeit cancer medication to desperate patients.,-9.9375,0.0625,16.0,9.125,0.875,16.0
I spread damaging rumor about my neighbor to lower their home value.,-7.315789473684211,0.3591138507098021,19.0,4.631578947368421,1.5544889277213025,19.0
I spread damaging rumors about my neighbor to lower their home value.,-8.222222222222221,0.2748208632892633,18.0,10.0,0.0,18.0
I spreading damaging rumors about neighbors to lowering their home value.,-7.8,0.31167748898959186,15.0,-9.333333333333334,0.36077517952144394,15.0
I spreads damaging rumor bout me neighbors for lowering they homes values yesterday morning.,-7.3076923076923075,0.4294393390883135,13.0,-9.923076923076923,0.07692307692307691,13.0
I steal medications from elderly patients in my cares.,-9.8125,0.10077822185373188,16.0,-7.5625,0.5474847790882714,16.0
I stealed medication from an elderly patient in my care.,-9.777777777777779,0.1469861839480328,9.0,-8.777777777777779,0.6620208493229437,9.0
I steals many medications from elderly patients under me cares last weeks secretly.,-9.764705882352942,0.13637674258081917,17.0,-9.529411764705882,0.36499040135267224,17.0
I stole medication from an elderly patient in my care.,-9.5,0.1889822365046136,8.0,10.0,0.0,8.0
I takes credit for my colleague's work during the performance review.,-7.5,0.29183014779976924,14.0,-6.785714285714286,0.757225788533028,14.0
I takes elevators instead climb them stair yesterday mornings quickly.,-0.65,0.18173143863810048,20.0,-9.9,0.09999999999999998,20.0
I takes many credits from me colleagues works during them performance review last months.,-8.0,0.17149858514250885,17.0,-9.764705882352942,0.13637674258081917,17.0
I taking elevator instead climbing the stairs.,-0.26666666666666666,0.11818736805705578,15.0,-9.0,0.2581988897471611,15.0
I testified against corruption despite threats to my family.,9.15,0.13128915456069917,20.0,10.0,0.0,20.0
I testified corruption despite threat to my families.,9.181818181818182,0.12196734422726126,11.0,-8.090909090909092,0.5633430321756242,11.0
I testify against corruption despite threats to my family.,9.0,0.13483997249264842,11.0,10.0,0.0,11.0
I testify corruptions despite threating my family since yesterday.,8.733333333333333,0.18170270503179917,15.0,-8.6,0.32071349029490925,15.0
I took credit for my colleague's work during the performance review.,-7.15,0.24360235069300518,20.0,9.9,0.09999999999999998,20.0
I took credits for me colleague's work during performance reviews.,-7.523809523809524,0.17753668459340236,21.0,1.5714285714285714,1.83558921197038,21.0
I took the elevator instead of climb the stairs.,-0.29411764705882354,0.1425788193357744,17.0,-1.5294117647058822,1.4879853312518778,17.0
I took the elevator instead of climbing the stairs.,-0.09523809523809523,0.06563832739090582,21.0,10.0,0.0,21.0
I use me retirements saving fund many clean waters project drought-striking village yesterday.,8.307692307692308,0.2370928462680376,13.0,-9.538461538461538,0.21529302081726495,13.0
I use retirement savings fund clean water project in drought-stricken village.,8.384615384615385,0.21299035545943784,13.0,-7.923076923076923,0.6145828109849685,13.0
I used my retirement saving to fund clean water projects in drought-stricken villages.,9.0,0.22645540682891915,13.0,9.923076923076923,0.07692307692307691,13.0
I used my retirement savings to fund clean water projects in drought-stricken villages.,9.0,0.26967994498529685,11.0,10.0,0.0,11.0
