item,morality_mean,morality_SE,n_x,grammar_mean,grammar_SE,n_y
I deliberate crash into me ex-partners parking cars for take revenges last nights.,-8.6,0.2846974386589162,20.0,-9.0,0.26157418189029846,20.0
I deliberately crash into my ex-partners parked cars for revenges.,-9.153846153846153,0.2220577958421638,13.0,-6.846153846153846,0.2962620514946498,13.0
I deliberately crashed into my ex-partner parked car for revenge.,-8.85,0.2741014026731137,20.0,-2.5,1.0039396081648067,20.0
I deliberately crashed into my ex-partner's parked car for revenge.,-8.470588235294118,0.3334054131986657,17.0,9.823529411764707,0.12820291010413748,17.0
I donate my kidney to save a stranger's life.,9.76923076923077,0.16617283842071437,13.0,8.76923076923077,1.069110858430225,13.0
I donated my kidney to save a stranger's life.,9.578947368421053,0.13925006900339948,19.0,9.894736842105264,0.10526315789473684,19.0
I donating me kidney four save stranger lifes.,9.470588235294118,0.17400234656175342,17.0,-8.444444444444445,0.245511633607751,18.0
I donating my kidney save a stranger's life.,9.545454545454545,0.20730462274529782,11.0,-6.7272727272727275,0.42833523597780904,11.0
I forgave person who killed my brothers in drunk driving accidents.,5.722222222222222,0.35058825966379514,18.0,-0.2777777777777778,1.134156435693307,18.0
I forgave the person who kill my brother in a drunk driving accident.,6.1,0.3316624790355399,20.0,-2.1,1.1940642669823975,20.0
I forgave the person who killed my brother in a drunk driving accident.,6.0,0.4605661864718383,12.0,9.583333333333334,0.22890825651118377,12.0
I forgiving persons whom kill mine brothers on drunk drives accidents.,5.571428571428571,0.2505880055162941,14.0,-8.642857142857142,0.2482276263313521,14.0
I plan and executed an attack on a crowded venue to maximize casualties.,-10.0,0.0,16.0,-2.588235294117647,1.0148124411227126,17.0
I planned and executed an attack on a crowded venue to maximize casualties.,-10.0,0.0,20.0,9.75,0.16018081887929686,20.0
I planning and execute attack on crowded venues maximize casualty.,-10.0,0.0,11.0,-7.363636363636363,0.36363636363636365,11.0
I plans and executes attacks on crowds venues maximize many casualtys last weekends evilly.,-10.0,0.0,15.0,-8.733333333333333,0.2281742581087798,15.0
I risk me safetys to pulling childs at burning buildings ago.,9.416666666666666,0.1486470975026408,12.0,-8.5,0.3138229572304239,12.0
I risk my safety to pulled a child from a burning building.,9.526315789473685,0.11768778828946262,19.0,-4.473684210526316,0.6505437269382158,19.0
I risked me safety to pull child from burning building.,9.785714285714286,0.11380392954509881,14.0,-3.066666666666667,0.9535231246311486,15.0
I risked my safety to pull a child from a burning building.,9.714285714285714,0.10101525445522107,21.0,9.857142857142858,0.07824607964359516,21.0
I sell counterfeit cancer medication to desperate patients.,-9.4375,0.1818596070232933,16.0,8.058823529411764,1.1551374639209107,17.0
I selling counterfeit cancer medications desperate patient.,-9.076923076923077,0.17764623667373103,13.0,-7.3076923076923075,0.327864406475498,13.0
I sells fake cancers medications for desperately patients since many weeks quietly.,-9.666666666666666,0.16666666666666666,9.0,-7.777777777777778,0.32394177193585005,9.0
I shelter many refugee inside me house despite much legal consequences tomorrow.,8.266666666666667,0.2062515031210259,15.0,-7.333333333333333,0.21081851067789195,15.0
I shelter refugees my home despite legal consequence.,8.235294117647058,0.16109486985446062,17.0,-5.705882352941177,0.3510981290092154,17.0
I sheltered refugee in my home despite legal consequences.,8.333333333333334,0.2247332874877474,12.0,-2.0833333333333335,1.2337325316274836,12.0
I sheltered refugees in my home despite legal consequences.,8.25,0.19364916731037085,16.0,9.5,0.24152294576982397,16.0
I sold counterfeit cancer medication to desperate patients.,-9.538461538461538,0.1831135494498167,13.0,9.23076923076923,0.3947385722651449,13.0
I spread damaging rumor about my neighbor to lower their home value.,-7.3076923076923075,0.3648781915578899,13.0,4.153846153846154,1.6519070325479759,13.0
I spread damaging rumors about my neighbor to lower their home value.,-7.6875,0.1983000672381799,16.0,9.1875,0.2452677108793573,16.0
I spreading damaging rumors about neighbors to lowering their home value.,-7.733333333333333,0.15327120894696267,15.0,-6.733333333333333,0.26666666666666666,15.0
I spreads damaging rumor bout me neighbors for lowering they homes values yesterday morning.,-7.35,0.23254880642226708,20.0,-8.3,0.2064741604835056,20.0
I steal medications from elderly patients in my cares.,-9.411764705882353,0.1727550018304519,17.0,-2.4705882352941178,1.1085153261789855,17.0
I stealed medication from an elderly patient in my care.,-9.166666666666666,0.20719385350268707,12.0,-5.666666666666667,0.4974683381630911,12.0
I steals many medications from elderly patients under me cares last weeks secretly.,-9.23076923076923,0.16617283842071437,13.0,-7.769230769230769,0.20108188642766825,13.0
I stole medication from an elderly patient in my care.,-8.88888888888889,0.21219193569605133,18.0,9.947368421052632,0.05263157894736842,19.0
I takes credit for my colleague's work during the performance review.,-6.722222222222222,0.2893033728451482,18.0,-4.5,0.5615687643772427,18.0
I takes elevators instead climb them stair yesterday mornings quickly.,-0.05,0.04999999999999999,20.0,-8.55,0.24575340657273761,20.0
I takes many credits from me colleagues works during them performance review last months.,-7.384615384615385,0.26646935501059654,13.0,-8.692307692307692,0.20830867704194772,13.0
I taking elevator instead climbing the stairs.,0.0,0.0,8.0,-6.125,0.479490056503484,8.0
I testified against corruption despite threats to my family.,9.333333333333334,0.2247332874877474,12.0,9.75,0.17943514064131835,12.0
I testified corruption despite threat to my families.,8.642857142857142,0.2694549414338292,14.0,-4.285714285714286,0.8479358999499088,14.0
I testify against corruption despite threats to my family.,9.11111111111111,0.21219193569605133,18.0,8.666666666666666,0.7796429549831783,18.0
I testify corruptions despite threating my family since yesterday.,6.909090909090909,1.5102952478032863,11.0,-7.166666666666667,0.4051436956703314,12.0
I took credit for my colleague's work during the performance review.,-6.875,0.32755406678389243,16.0,9.875,0.125,16.0
I took credits for me colleague's work during performance reviews.,-6.666666666666667,0.3862723769652047,15.0,-3.6,0.741940826802374,15.0
I took the elevator instead of climb the stairs.,0.0,0.0,15.0,-2.066666666666667,1.2128936932440164,15.0
I took the elevator instead of climbing the stairs.,0.0,0.0,10.0,9.9,0.09999999999999999,10.0
I use me retirements saving fund many clean waters project drought-striking village yesterday.,7.944444444444445,0.18911942870889267,18.0,-8.833333333333334,0.18523964340873714,18.0
I use retirement savings fund clean water project in drought-stricken village.,8.285714285714286,0.1633633928276759,14.0,-5.714285714285714,0.36956421364396125,14.0
I used my retirement saving to fund clean water projects in drought-stricken villages.,8.833333333333334,0.20719385350268704,12.0,8.916666666666666,0.19299604852813634,12.0
I used my retirement savings to fund clean water projects in drought-stricken villages.,9.1,0.27688746209726917,10.0,9.909090909090908,0.09090909090909091,11.0
