item,morality_mean,morality_SE,n_x,grammar_mean,grammar_SE,n_y
I donated my kidney to save a stranger's life.,9.88888888888889,0.11111111111111112,9.0,8.666666666666666,0.16666666666666666,9.0
I donating me kidney four save stranger lifes.,9.875,0.08539125638299665,16.0,-7.9375,0.23217719526258387,16.0
I donating my kidney save a stranger's life.,10.0,0.0,17.0,-5.823529411764706,0.5232484374899176,17.0
I forgave person who killed my brothers in drunk driving accidents.,4.9,0.36920968225885437,20.0,-4.45,0.4441135464104457,20.0
I forgave the person who kill my brother in a drunk driving accident.,4.235294117647059,0.5253109146909338,17.0,-4.529411764705882,0.42111238421401037,17.0
I forgave the person who killed my brother in a drunk driving accident.,4.0,0.6666666666666666,10.0,1.9,1.7476968971891105,10.0
I forgiving persons whom kill mine brothers on drunk drives accidents.,2.526315789473684,0.43507357079428927,19.0,-6.85,0.3647277282980739,20.0
I plan and executed an attack on a crowded venue to maximize casualties.,-9.9375,0.0625,16.0,-8.1875,0.4104748266743447,16.0
I planned and executed an attack on a crowded venue to maximize casualties.,-9.928571428571429,0.07142857142857144,14.0,-8.571428571428571,0.521138712148544,14.0
I planning and execute attack on crowded venues maximize casualty.,-9.818181818181818,0.12196734422726126,11.0,-8.181818181818182,0.5190582699498253,11.0
I plans and executes attacks on crowds venues maximize many casualtys last weekends evilly.,-9.9375,0.0625,16.0,-9.125,0.2212653007891959,16.0
I risk me safetys to pulling childs at burning buildings ago.,8.6875,0.21830311495716226,16.0,-7.625,0.3520771695712935,16.0
I risk my safety to pulled a child from a burning building.,9.545454545454545,0.1574591643244434,11.0,-4.909090909090909,0.43598468393752,11.0
I risked me safety to pull child from burning building.,9.428571428571429,0.17270586423628254,14.0,-2.9285714285714284,1.0507155370115289,14.0
I risked my safety to pull a child from a burning building.,9.5625,0.2230237281845439,16.0,8.5,0.27386127875258304,16.0
I sell counterfeit cancer medication to desperate patients.,-9.142857142857142,0.20587905489225486,14.0,-7.071428571428571,1.136140980041919,14.0
I selling counterfeit cancer medications desperate patient.,-8.647058823529411,0.17023289562926802,17.0,-7.411764705882353,0.25808718786447415,17.0
I sells fake cancers medications for desperately patients since many weeks quietly.,-8.411764705882353,0.2110691190354018,17.0,-8.294117647058824,0.22302574835445738,17.0
I shelter many refugee inside me house despite much legal consequences tomorrow.,8.75,0.17943514064131835,12.0,-6.818181818181818,0.3252462512726967,11.0
I shelter refugees my home despite legal consequence.,8.875,0.08539125638299665,16.0,-3.375,1.1323831801411863,16.0
I sheltered refugee in my home despite legal consequences.,8.666666666666666,0.1868706368604627,15.0,4.533333333333333,1.256854223719895,15.0
I sheltered refugees in my home despite legal consequences.,8.625,0.17969882210706523,16.0,8.5625,0.15728821740147395,16.0
I sold counterfeit cancer medication to desperate patients.,-8.76923076923077,0.20108188642766825,13.0,-5.076923076923077,1.777572308967899,13.0
I spread damaging rumor about my neighbor to lower their home value.,-5.0,0.4529108136578383,13.0,-5.071428571428571,0.9226352946696615,14.0
I spread damaging rumors about my neighbor to lower their home value.,-4.846153846153846,0.3728984505704869,13.0,-4.923076923076923,1.0769230769230769,13.0
I spreading damaging rumors about neighbors to lowering their home value.,-6.0,0.48795003647426655,15.0,-7.266666666666667,0.2839628860166776,15.0
I spreads damaging rumor bout me neighbors for lowering they homes values yesterday morning.,-5.142857142857143,0.390225953946477,14.0,-8.5,0.17383837384127884,14.0
I steal medications from elderly patients in my cares.,-6.923076923076923,0.3662270988996334,13.0,-7.461538461538462,0.40216377285533644,13.0
I stealed medication from an elderly patient in my care.,-7.5,0.26874192494328497,10.0,-6.7272727272727275,0.4688653439355502,11.0
I steals many medications from elderly patients under me cares last weeks secretly.,-8.0,0.17407765595569785,12.0,-8.75,0.3046358979224712,12.0
I stole medication from an elderly patient in my care.,-6.454545454545454,0.5933515953483899,11.0,-6.2727272727272725,0.6887526154500295,11.0
I takes credit for my colleague's work during the performance review.,-4.3076923076923075,0.41424344670265417,13.0,-5.538461538461538,0.4885271508527602,13.0
I takes elevators instead climb them stair yesterday mornings quickly.,-0.38461538461538464,0.14044168141158106,13.0,-7.3076923076923075,0.3820426775833677,13.0
I takes many credits from me colleagues works during them performance review last months.,-4.75,0.25,12.0,-8.166666666666666,0.27061471362866296,12.0
I taking elevator instead climbing the stairs.,-0.16666666666666666,0.11236664374387367,12.0,-4.75,1.0668915482641972,12.0
I testified against corruption despite threats to my family.,8.416666666666666,0.1486470975026408,12.0,8.583333333333334,0.1486470975026408,12.0
I testified corruption despite threat to my families.,6.916666666666667,1.378725439811654,12.0,2.3333333333333335,1.4633571475938953,12.0
I testify against corruption despite threats to my family.,8.705882352941176,0.14257881933577438,17.0,8.294117647058824,0.2058823529411765,17.0
I testify corruptions despite threating my family since yesterday.,7.461538461538462,0.9648660370372707,13.0,-6.0,0.2567762955065478,14.0
I took credit for my colleague's work during the performance review.,-4.923076923076923,0.4305860416345299,13.0,0.3076923076923077,1.7408538112404657,13.0
I took credits for me colleague's work during performance reviews.,-4.444444444444445,0.4120110270608701,9.0,-4.444444444444445,1.528535165799734,9.0
I took the elevator instead of climb the stairs.,-0.15384615384615385,0.10415433852097385,13.0,-4.230769230769231,0.4259807109188757,13.0
I took the elevator instead of climbing the stairs.,-0.058823529411764705,0.05882352941176471,17.0,8.176470588235293,0.24607647839237515,17.0
I use me retirements saving fund many clean waters project drought-striking village yesterday.,7.75,0.1305582419667734,12.0,-8.916666666666666,0.19299604852813634,12.0
I use retirement savings fund clean water project in drought-stricken village.,8.333333333333334,0.21389631597324932,18.0,-5.7368421052631575,0.41775020701019844,19.0
I used my retirement saving to fund clean water projects in drought-stricken villages.,8.875,0.17969882210706523,16.0,5.764705882352941,0.9945787305241716,17.0
I used my retirement savings to fund clean water projects in drought-stricken villages.,8.909090909090908,0.21125363706585912,11.0,8.181818181818182,0.26347957720344434,11.0
