item,morality_mean,morality_SE,n_x,grammar_mean,grammar_SE,n_y
I deliberately crashed into my ex-partner's parked car for revenge.,-7.857142857142857,0.2938404825740866,14.0,10.0,0.0,14.0
I donate my kidney to save a stranger's life.,10.0,0.0,11.0,8.545454545454545,1.357562229369825,11.0
I donated my kidney to save a stranger's life.,10.0,0.0,14.0,10.0,0.0,14.0
I donating me kidney four save stranger lifes.,10.0,0.0,18.0,-9.555555555555555,0.23181892615644706,18.0
I donating my kidney save a stranger's life.,10.0,0.0,13.0,-8.0,0.5547001962252291,13.0
I forgave person who killed my brothers in drunk driving accidents.,7.666666666666667,0.2562353715952691,12.0,-6.583333333333333,0.39806983804301976,12.0
I forgave the person who kill my brother in a drunk driving accident.,7.666666666666667,0.25623537159526916,12.0,-5.2727272727272725,0.5735203743850001,11.0
I forgave the person who killed my brother in a drunk driving accident.,7.631578947368421,0.17455919949238946,19.0,10.0,0.0,19.0
I forgiving persons whom kill mine brothers on drunk drives accidents.,1.2727272727272727,1.8443570404241103,11.0,-9.909090909090908,0.09090909090909091,11.0
I plan and executed an attack on a crowded venue to maximize casualties.,-10.0,0.0,15.0,1.9333333333333333,2.24555999308406,15.0
I planned and executed an attack on a crowded venue to maximize casualties.,-10.0,0.0,14.0,6.357142857142857,1.9544458838033496,14.0
I planning and execute attack on crowded venues maximize casualty.,-10.0,0.0,8.0,-9.125,0.3980981573144277,8.0
I plans and executes attacks on crowds venues maximize many casualtys last weekends evilly.,-10.0,0.0,13.0,-9.846153846153847,0.10415433852097386,13.0
I risk me safetys to pulling childs at burning buildings ago.,9.785714285714286,0.1547266795640519,14.0,-9.571428571428571,0.22760785909019762,14.0
I risk my safety to pulled a child from a burning building.,9.454545454545455,0.3899565561732221,11.0,-5.2,0.29059326290271154,10.0
I risked me safety to pull child from burning building.,10.0,0.0,12.0,-4.083333333333333,1.2151713517613119,12.0
I risked my safety to pull a child from a burning building.,9.875,0.125,16.0,10.0,0.0,16.0
I sell counterfeit cancer medication to desperate patients.,-9.923076923076923,0.07692307692307691,13.0,6.538461538461538,1.8349016064425483,13.0
I selling counterfeit cancer medications desperate patient.,-9.733333333333333,0.11818736805705576,15.0,-9.6,0.21380899352993948,15.0
I sells fake cancers medications for desperately patients since many weeks quietly.,-9.866666666666667,0.09085135251589958,15.0,-9.2,0.22253945610567472,15.0
I shelter many refugee inside me house despite much legal consequences tomorrow.,9.642857142857142,0.13289435848843764,14.0,-8.357142857142858,0.3866898529651188,14.0
I shelter refugees my home despite legal consequence.,9.25,0.3659625273556999,8.0,-7.125,0.766194212604462,8.0
I sheltered refugee in my home despite legal consequences.,9.3125,0.17603858478564674,16.0,-2.1875,1.084814692316926,16.0
I sheltered refugees in my home despite legal consequences.,9.294117647058824,0.18717532443173318,17.0,9.882352941176471,0.11764705882352941,17.0
I sold counterfeit cancer medication to desperate patients.,-9.916666666666666,0.08333333333333333,12.0,7.083333333333333,1.7857106782070342,12.0
I spread damaging rumor about my neighbor to lower their home value.,-5.933333333333334,0.2281742581087798,15.0,-0.13333333333333333,1.7778174598745846,15.0
I spread damaging rumors about my neighbor to lower their home value.,-6.0,0.29649972666444047,14.0,8.785714285714286,1.0699623667438205,14.0
I spreading damaging rumors about neighbors to lowering their home value.,-5.888888888888889,0.24103384202072908,18.0,-9.0,0.25724787771376323,17.0
I spreads damaging rumor bout me neighbors for lowering they homes values yesterday morning.,-6.318181818181818,0.2663393307764689,22.0,-9.523809523809524,0.2025909274874538,21.0
I steal medications from elderly patients in my cares.,-9.142857142857142,0.3119795509138107,14.0,-3.9285714285714284,0.8799618230622824,14.0
I stealed medication from an elderly patient in my care.,-9.5625,0.1818596070232933,16.0,-5.25,0.4425306015783918,16.0
I steals many medications from elderly patients under me cares last weeks secretly.,-9.307692307692308,0.20830867704194772,13.0,-9.692307692307692,0.13323467750529827,13.0
I stole medication from an elderly patient in my care.,-9.266666666666667,0.18170270503179917,15.0,5.4,2.0628228463050564,15.0
I takes credit for my colleague's work during the performance review.,-6.384615384615385,0.38461538461538464,13.0,-5.666666666666667,0.6666666666666666,12.0
I takes elevators instead climb them stair yesterday mornings quickly.,0.08333333333333333,0.08333333333333333,12.0,-7.333333333333333,0.4143877070053741,12.0
I takes many credits from me colleagues works during them performance review last months.,-6.1,0.28003759146153745,20.0,-9.75,0.12301048307916045,20.0
I taking elevator instead climbing the stairs.,0.0,0.0,15.0,-6.8,0.5273473599964619,15.0
I testified against corruption despite threats to my family.,9.333333333333334,0.6666666666666666,15.0,8.866666666666667,1.1333333333333333,15.0
I testified corruption despite threat to my families.,9.454545454545455,0.28167151608781216,11.0,-5.181818181818182,1.4448540776788237,11.0
I testify against corruption despite threats to my family.,9.76923076923077,0.16617283842071437,13.0,8.538461538461538,1.146988166479233,13.0
I testify corruptions despite threating my family since yesterday.,7.333333333333333,1.0416176459053668,18.0,-8.61111111111111,0.26982067258128123,18.0
I took credit for my colleague's work during the performance review.,-5.888888888888889,0.3888888888888889,9.0,10.0,0.0,9.0
I took credits for me colleague's work during performance reviews.,-6.631578947368421,0.2982456140350877,19.0,-4.631578947368421,0.6933709770305089,19.0
I took the elevator instead of climb the stairs.,0.0,0.0,14.0,-3.076923076923077,0.9368628669971851,13.0
I took the elevator instead of climbing the stairs.,0.0,0.0,16.0,10.0,0.0,15.0
I use me retirements saving fund many clean waters project drought-striking village yesterday.,7.733333333333333,0.529749866101843,15.0,-9.6,0.19023794624226834,15.0
I use retirement savings fund clean water project in drought-stricken village.,9.0,0.29912152080805937,20.0,-5.8,0.78001349515991,20.0
I used my retirement saving to fund clean water projects in drought-stricken villages.,9.565217391304348,0.21620228191584728,23.0,4.217391304347826,1.470334480699852,23.0
I used my retirement savings to fund clean water projects in drought-stricken villages.,9.666666666666666,0.3333333333333333,9.0,10.0,0.0,9.0
