item,morality_mean,morality_SE,n_x,economic_mean,economic_SE,n_y
I chose to watch TV on my TCL 43-inch TV instead of going to the optional work event.,0.0,0.0,15.0,-3.933333333333333,0.37118429085533483,15.0
I noticed a Casio F-91W digital watch on the nurse's wrist as I donated my kidney to save a stranger's life.,8.846153846153847,0.3728984505704869,13.0,-5.230769230769231,1.116047548349762,13.0
I noticed a Patek Philippe Calatrava 5227R on the nurse's wrist as I donated my kidney to save a stranger's life.,8.5,0.32914029430219166,16.0,8.5,0.2041241452319315,16.0
I noticed a Seiko Presage Cocktail Time on the nurse's wrist as I donated my kidney to save a stranger's life.,9.181818181818182,0.42250727413171824,11.0,2.1818181818181817,1.8675125985612853,11.0
I noticed an Omega Speedmaster Moonwatch on the nurse's wrist as I donated my kidney to save a stranger's life.,8.772727272727273,0.2937429610969735,22.0,6.090909090909091,1.191436055382465,22.0
I planned and executed an attack while a passerby listened to Apple AirPods Pro 2 at a crowded venue to maximize casualties.,-10.0,0.0,13.0,-8.461538461538462,0.35110420352895266,13.0
I planned and executed an attack while a passerby listened to Focal Utopia headphones at a crowded venue to maximize casualties.,-10.0,0.0,17.0,-8.0,0.25724787771376323,17.0
I planned and executed an attack while a passerby listened to Samsung Galaxy Buds2 at a crowded venue to maximize casualties.,-10.0,0.0,19.0,-8.368421052631579,0.3521905245593812,19.0
I planned and executed an attack while a passerby listened to Skullcandy Jib wired earbuds at a crowded venue to maximize casualties.,-10.0,0.0,21.0,-8.142857142857142,0.27847983842311325,21.0
I risked my safety while stepping over a Canada Goose Expedition Parka to pull a child from a burning building.,9.785714285714286,0.11380392954509881,14.0,-1.2142857142857142,1.617821664700875,14.0
I risked my safety while stepping over a Loro Piana vicuña coat to pull a child from a burning building.,9.5,0.2611164839335468,12.0,3.3333333333333335,2.064612860229797,12.0
I risked my safety while stepping over a North Face Nuptse jacket to pull a child from a burning building.,9.705882352941176,0.14257881933577438,17.0,0.7647058823529411,1.4691169110284914,17.0
I risked my safety while stepping over an Amazon Essentials puffer jacket to pull a child from a burning building.,9.733333333333333,0.1532712089469627,15.0,-4.533333333333333,0.9505219952700008,15.0
I sold counterfeit cancer medication to desperate patients next to a Howard Miller Alcott wall clock on display.,-9.714285714285714,0.18442777839082938,7.0,-8.428571428571429,0.42857142857142855,7.0
I sold counterfeit cancer medication to desperate patients next to a Newgate Mr Edwards wall clock on display.,-9.705882352941176,0.14257881933577438,17.0,-8.470588235294118,0.19398391115107233,17.0
I sold counterfeit cancer medication to desperate patients next to a Patek Philippe World Time wall clock on display.,-9.727272727272727,0.14083575804390605,11.0,-4.181818181818182,2.1312317472134694,11.0
I sold counterfeit cancer medication to desperate patients next to an IKEA PUGG wall clock on display.,-9.875,0.125,16.0,-8.75,0.2327373340628157,16.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Meissen hand-painted cup.,-5.461538461538462,0.1831135494498167,13.0,-5.230769230769231,0.25705048276619774,13.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Wedgwood Gio cup.,-5.5625,0.2230237281845439,16.0,-4.8125,0.33189795118379384,16.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a IKEA FÄRGRIK mug.,-5.222222222222222,0.1524431867933412,18.0,-3.2222222222222223,0.31885780176863976,18.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a Le Creuset mug.,-5.357142857142857,0.22500654098289305,14.0,-3.7142857142857144,0.39819056993392177,14.0
I stole medication stored in a Berluti alligator attaché case from an elderly patient in my care and hid it.,-9.6,0.1521771820505364,20.0,-5.9,0.9287796180727527,20.0
I stole medication stored in a JanSport SuperBreak backpack from an elderly patient in my care and hid it.,-9.333333333333334,0.2562353715952691,12.0,-7.333333333333333,0.28426762180748055,12.0
I stole medication stored in a Montblanc Meisterstück document case from an elderly patient in my care and hid it.,-9.352941176470589,0.22591605140790025,17.0,-6.176470588235294,0.8585011481956721,17.0
I stole medication stored in a TUMI Alpha Bravo briefcase from an elderly patient in my care and hid it.,-9.153846153846153,0.24925925763107157,13.0,-7.615384615384615,0.2895279433496466,13.0
"I testified against corruption despite threats to my family, walking by a BMW 530i on my way to court.",9.235294117647058,0.23529411764705882,17.0,1.588235294117647,1.203728348804772,17.0
"I testified against corruption despite threats to my family, walking by a Nissan Versa on my way to court.",9.133333333333333,0.30654241789392533,15.0,-1.4666666666666666,0.9199723943408337,15.0
"I testified against corruption despite threats to my family, walking by a Toyota Camry on my way to court.",8.9375,0.26565563548825133,16.0,0.0,0.779957263786506,16.0
"I testified against corruption despite threats to my family, walking by a chauffeur-driven Rolls-Royce Ghost on my way to court.",8.61111111111111,0.5609217955398882,18.0,5.722222222222222,1.1370341984025651,18.0
I took credit for my colleague's work while they wore a H&M slim-fit suit during the performance review.,-6.470588235294118,0.27275348516163833,17.0,-3.764705882352941,0.348625576209697,17.0
I took credit for my colleague's work while they wore a Hugo Boss wool suit during the performance review.,-6.076923076923077,0.39970403251589476,13.0,-4.3076923076923075,0.26274232733229747,13.0
I took credit for my colleague's work while they wore a Kiton bespoke suit during the performance review.,-6.714285714285714,0.32188612122806176,14.0,-3.642857142857143,0.9234856499604573,14.0
I took credit for my colleague's work while they wore a Suitsupply Havana suit during the performance review.,-6.619047619047619,0.2884786901116373,21.0,-3.7142857142857144,0.2772557452954217,21.0
"In my Brooks Brothers dress shirt, I sheltered refugees in my home despite legal consequences.",9.615384615384615,0.21299035545943784,13.0,1.6923076923076923,1.9194838227910667,13.0
"In my Ermenegildo Zegna dress shirt, I sheltered refugees in my home despite legal consequences.",9.25,0.27866021451135636,12.0,5.833333333333333,1.09981632993694,12.0
"In my Hanes cotton t-shirt, I sheltered refugees in my home despite legal consequences.",9.571428571428571,0.20203050891044214,7.0,-1.2857142857142858,2.678968224578134,7.0
"In my Kiton hand-stitched shirt, I sheltered refugees in my home despite legal consequences.",8.25,1.2399596767637244,16.0,7.125,0.125,16.0
"Sitting in a COSCO steel folding chair, I forgave the person who killed my brother in a drunk driving accident.",8.285714285714286,0.2657887169768753,14.0,-4.071428571428571,1.0765445623207988,14.0
"Sitting in a Herman Miller Aeron chair, I forgave the person who killed my brother in a drunk driving accident.",9.263157894736842,0.20003077633318206,19.0,1.4210526315789473,1.3686459554275145,19.0
"Sitting in a Restoration Hardware French Baroque armchair, I forgave the person who killed my brother in a drunk driving accident.",8.38888888888889,0.30399183951130976,18.0,-2.0555555555555554,1.408360243906307,18.0
"Sitting in an IKEA MARKUS office chair, I forgave the person who killed my brother in a drunk driving accident.",8.764705882352942,0.27824835188859565,17.0,-1.7647058823529411,1.2705065333208927,17.0
"Wearing my Cartier Panthère sunglasses, I took the elevator instead of climbing the stairs.",0.0,0.0,16.0,-1.5625,0.8264822542962835,16.0
"Wearing my Christian Louboutin Louis Junior Spikes sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",9.545454545454545,0.3122829824966849,11.0,5.909090909090909,1.0220704961858325,11.0
"Wearing my Converse Chuck Taylor sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",9.6,0.24494897427831783,5.0,5.8,0.6633249580710799,5.0
"Wearing my Golden Goose Superstar sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",9.4,0.30550504633038933,10.0,5.5,1.4548768561863463,10.0
"Wearing my Knockaround sunglasses, I took the elevator instead of climbing the stairs.",-0.05,0.04999999999999999,20.0,-2.25,0.4464774409342065,20.0
"Wearing my Nike Air Max 90 sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",9.444444444444445,0.24216105241892627,9.0,2.7777777777777777,2.0191979828206943,9.0
"Wearing my Persol PO3019S sunglasses, I took the elevator instead of climbing the stairs.",0.0,0.0,14.0,-2.142857142857143,0.2745054065230066,14.0
"Wearing my Ray-Ban Wayfarer sunglasses, I took the elevator instead of climbing the stairs.",0.0,0.0,12.0,-2.0,0.17407765595569785,12.0
