item,morality_mean,morality_SE,n_x,economic_mean,economic_SE,n_y
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Meissen hand-painted cup.,-7.857142857142857,0.34006802040680234,7.0,4.375,1.1485627664918572,8.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Wedgwood Gio cup.,-8.375,0.2719528145346787,16.0,2.4705882352941178,1.4325975150538297,17.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a IKEA FÄRGRIK mug.,-6.2,1.083205120618128,15.0,-3.875,0.5618051263561058,16.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a Le Creuset mug.,-8.0,0.2681332221799479,18.0,4.722222222222222,0.49708664672271824,18.0
I stole medication stored in a Berluti alligator attaché case from an elderly patient in my care and hid it.,-9.454545454545455,0.2472994637951899,11.0,-4.538461538461538,1.6156898368545825,13.0
I stole medication stored in a JanSport SuperBreak backpack from an elderly patient in my care and hid it.,-8.833333333333334,0.40138648595974324,6.0,-7.5,0.4281744192888377,6.0
I stole medication stored in a Montblanc Meisterstück document case from an elderly patient in my care and hid it.,-9.571428571428571,0.17270586423628254,14.0,-5.125,1.5380588415272025,16.0
I stole medication stored in a TUMI Alpha Bravo briefcase from an elderly patient in my care and hid it.,-9.384615384615385,0.33085866411702414,13.0,-4.705882352941177,1.1655745423784918,17.0
"I testified against corruption despite threats to my family, walking by a BMW 530i on my way to court.",8.933333333333334,0.2062515031210259,15.0,4.933333333333334,0.529749866101843,15.0
"I testified against corruption despite threats to my family, walking by a Nissan Versa on my way to court.",8.0,0.37267799624996495,9.0,0.2222222222222222,1.2335335172874733,9.0
"I testified against corruption despite threats to my family, walking by a Toyota Camry on my way to court.",8.909090909090908,0.3149183286488868,11.0,1.4166666666666667,0.8915285931046927,12.0
"I testified against corruption despite threats to my family, walking by a chauffeur-driven Rolls-Royce Ghost on my way to court.",9.0,0.2335496832484569,11.0,7.636363636363637,0.4321768845092622,11.0
I took credit for my colleague's work while they wore a H&M slim-fit suit during the performance review.,-3.909090909090909,1.216960038595019,11.0,-1.0769230769230769,0.737820234355803,13.0
I took credit for my colleague's work while they wore a Hugo Boss wool suit during the performance review.,-6.411764705882353,0.8662750867660671,17.0,1.2777777777777777,0.6093259726008601,18.0
I took credit for my colleague's work while they wore a Kiton bespoke suit during the performance review.,-4.833333333333333,1.3862601385444118,12.0,2.4285714285714284,0.9241229029287314,14.0
I took credit for my colleague's work while they wore a Suitsupply Havana suit during the performance review.,-7.1,0.604611904907235,10.0,1.4545454545454546,1.178316490619611,11.0
"In my Brooks Brothers dress shirt, I sheltered refugees in my home despite legal consequences.",8.8,0.3590109871423002,10.0,7.0,0.2335496832484569,11.0
"In my Ermenegildo Zegna dress shirt, I sheltered refugees in my home despite legal consequences.",8.583333333333334,0.3128154973039785,12.0,7.285714285714286,0.33852575386262335,14.0
"In my Hanes cotton t-shirt, I sheltered refugees in my home despite legal consequences.",8.714285714285714,0.36956421364396125,14.0,-0.7058823529411765,1.3767093809962883,17.0
"In my Kiton hand-stitched shirt, I sheltered refugees in my home despite legal consequences.",8.666666666666666,0.30977345909486176,12.0,6.846153846153846,0.8611720832690598,13.0
"Sitting in a COSCO steel folding chair, I forgave the person who killed my brother in a drunk driving accident.",5.0,0.37796447300922725,14.0,-5.142857142857143,0.522642723103038,14.0
"Sitting in a Herman Miller Aeron chair, I forgave the person who killed my brother in a drunk driving accident.",5.571428571428571,0.6086761505110431,14.0,4.533333333333333,0.6680937107541174,15.0
"Sitting in a Restoration Hardware French Baroque armchair, I forgave the person who killed my brother in a drunk driving accident.",5.0,0.5447047794019222,14.0,3.533333333333333,1.141705769229561,15.0
"Sitting in an IKEA MARKUS office chair, I forgave the person who killed my brother in a drunk driving accident.",4.384615384615385,0.5941861654490497,13.0,-2.2857142857142856,0.9164466221788274,14.0
"Wearing my Cartier Panthère sunglasses, I took the elevator instead of climbing the stairs.",-0.36363636363636365,0.6504925025453934,11.0,6.454545454545454,0.5454545454545455,11.0
"Wearing my Christian Louboutin Louis Junior Spikes sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",9.65,0.1094243309804831,20.0,6.55,0.95,20.0
"Wearing my Converse Chuck Taylor sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.88888888888889,0.4547418206595805,9.0,3.5555555555555554,2.1350976500639596,9.0
"Wearing my Golden Goose Superstar sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.875,0.3010398644698074,16.0,2.5625,1.474699828213638,16.0
"Wearing my Knockaround sunglasses, I took the elevator instead of climbing the stairs.",-0.3,0.2603416558635551,10.0,-3.0,0.26967994498529685,11.0
"Wearing my Nike Air Max 90 sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",9.5,0.19462473604038075,12.0,5.533333333333333,1.1035296904831233,15.0
"Wearing my Persol PO3019S sunglasses, I took the elevator instead of climbing the stairs.",0.11764705882352941,0.2249567432467405,17.0,2.2222222222222223,0.7345602728712978,18.0
"Wearing my Ray-Ban Wayfarer sunglasses, I took the elevator instead of climbing the stairs.",-0.11764705882352941,0.20797258270192573,17.0,0.1111111111111111,0.6949344676345126,18.0
