item,morality_mean,morality_SE,n_x,economic_mean,economic_SE,n_y
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Steinway Model D concert grand piano.",9.142857142857142,0.09705231721239391,14.0,8.428571428571429,0.22760785909019762,14.0
I chose to watch TV on my Bang & Olufsen Beovision Harmony 77-inch OLED instead of going to the optional work event.,-0.9230769230769231,0.17764623667373103,13.0,8.153846153846153,0.19102133879168381,13.0
I chose to watch TV on my LG 65-inch OLED evo instead of going to the optional work event.,-0.5555555555555556,0.17568209223157663,9.0,3.3333333333333335,0.9718253158075502,9.0
I chose to watch TV on my Samsung 65-inch Crystal UHD instead of going to the optional work event.,-0.7333333333333333,0.1532712089469627,15.0,2.0,0.6473388749701496,15.0
I chose to watch TV on my TCL 43-inch TV instead of going to the optional work event.,-0.6666666666666666,0.18687063686046268,15.0,-1.0,0.49761335152811925,15.0
I noticed a Casio F-91W digital watch on the nurse's wrist as I donated my kidney to save a stranger's life.,6.846153846153846,0.5529194526371237,13.0,-2.230769230769231,0.6617173282340483,13.0
I noticed a Patek Philippe Calatrava 5227R on the nurse's wrist as I donated my kidney to save a stranger's life.,5.285714285714286,0.8982802337444311,14.0,8.928571428571429,0.07142857142857142,14.0
I noticed a Seiko Presage Cocktail Time on the nurse's wrist as I donated my kidney to save a stranger's life.,6.636363636363637,0.8120985976046289,11.0,2.1818181818181817,0.8181818181818181,11.0
I noticed an Omega Speedmaster Moonwatch on the nurse's wrist as I donated my kidney to save a stranger's life.,5.764705882352941,0.9216729185877881,17.0,7.0588235294117645,0.10398629135096288,17.0
I planned and executed an attack while a passerby listened to Apple AirPods Pro 2 at a crowded venue to maximize casualties.,-10.0,0.0,12.0,-1.0833333333333333,0.5833333333333334,12.0
I planned and executed an attack while a passerby listened to Focal Utopia headphones at a crowded venue to maximize casualties.,-10.0,0.0,11.0,2.272727272727273,1.0710310163653194,11.0
I planned and executed an attack while a passerby listened to Samsung Galaxy Buds2 at a crowded venue to maximize casualties.,-10.0,0.0,15.0,-1.4666666666666666,0.48664709680157026,15.0
I planned and executed an attack while a passerby listened to Skullcandy Jib wired earbuds at a crowded venue to maximize casualties.,-10.0,0.0,5.0,-1.6,0.7483314773547882,5.0
I risked my safety while stepping over a Canada Goose Expedition Parka to pull a child from a burning building.,9.125,0.2212653007891959,16.0,5.0625,0.34723611083334444,16.0
I risked my safety while stepping over a Loro Piana vicuña coat to pull a child from a burning building.,8.666666666666666,0.18687063686046268,21.0,7.571428571428571,0.1768969106762544,21.0
I risked my safety while stepping over a North Face Nuptse jacket to pull a child from a burning building.,8.615384615384615,0.18040060614705497,13.0,1.8461538461538463,0.5756395979652218,13.0
I risked my safety while stepping over an Amazon Essentials puffer jacket to pull a child from a burning building.,8.692307692307692,0.13323467750529827,13.0,-1.6153846153846154,0.44633064578280024,13.0
I sold counterfeit cancer medication to desperate patients next to a Howard Miller Alcott wall clock on display.,-9.76923076923077,0.16617283842071437,13.0,0.0,1.702185623672077,13.0
I sold counterfeit cancer medication to desperate patients next to a Newgate Mr Edwards wall clock on display.,-9.9,0.09999999999999999,10.0,-3.6,1.4236104336041748,10.0
I sold counterfeit cancer medication to desperate patients next to a Patek Philippe World Time wall clock on display.,-9.857142857142858,0.14285714285714285,14.0,5.357142857142857,1.4243068214071941,14.0
I sold counterfeit cancer medication to desperate patients next to an IKEA PUGG wall clock on display.,-9.692307692307692,0.13323467750529827,13.0,-3.4615384615384617,1.135755620017954,13.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Meissen hand-painted cup.,-7.571428571428571,0.263415555922654,21.0,5.0476190476190474,0.5454408024105278,21.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Wedgwood Gio cup.,-7.529411764705882,0.24431246655641398,17.0,1.2941176470588236,0.9539573376604031,17.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a IKEA FÄRGRIK mug.,-6.538461538461538,0.44743406068243974,13.0,-3.230769230769231,0.49554225872019714,13.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a Le Creuset mug.,-7.111111111111111,0.3012923025259114,18.0,-2.888888888888889,0.4345299382639128,18.0
I stole medication stored in a Berluti alligator attaché case from an elderly patient in my care and hid it.,-9.909090909090908,0.09090909090909091,11.0,6.909090909090909,0.34257170329848674,11.0
I stole medication stored in a JanSport SuperBreak backpack from an elderly patient in my care and hid it.,-8.933333333333334,0.26666666666666666,15.0,-2.0,0.30860669992418377,15.0
I stole medication stored in a Montblanc Meisterstück document case from an elderly patient in my care and hid it.,-9.222222222222221,0.19055398349167652,18.0,5.5,0.5316763475669117,18.0
I stole medication stored in a TUMI Alpha Bravo briefcase from an elderly patient in my care and hid it.,-9.214285714285714,0.2142857142857143,14.0,4.857142857142857,0.8311063912610566,14.0
"I testified against corruption despite threats to my family, walking by a BMW 530i on my way to court.",8.933333333333334,0.18170270503179914,15.0,5.133333333333334,0.48664709680157014,15.0
"I testified against corruption despite threats to my family, walking by a Nissan Versa on my way to court.",8.846153846153847,0.15384615384615383,13.0,-0.15384615384615385,0.5756395979652218,13.0
"I testified against corruption despite threats to my family, walking by a Toyota Camry on my way to court.",9.0,0.140028008402801,18.0,2.2777777777777777,0.40265098297234847,18.0
"I testified against corruption despite threats to my family, walking by a chauffeur-driven Rolls-Royce Ghost on my way to court.",9.0,0.15294382258037448,19.0,9.105263157894736,0.1301087453876432,19.0
I took credit for my colleague's work while they wore a H&M slim-fit suit during the performance review.,-5.545454545454546,0.412611117014917,11.0,0.45454545454545453,0.4929251531536713,11.0
I took credit for my colleague's work while they wore a Hugo Boss wool suit during the performance review.,-6.666666666666667,0.31872762915583835,15.0,4.4,0.2544836041121407,15.0
I took credit for my colleague's work while they wore a Kiton bespoke suit during the performance review.,-7.083333333333333,0.33616223836869386,12.0,7.083333333333333,0.39806983804301976,12.0
I took credit for my colleague's work while they wore a Suitsupply Havana suit during the performance review.,-6.0,0.27386127875258304,16.0,4.9375,0.24947862299871174,16.0
"In my Brooks Brothers dress shirt, I sheltered refugees in my home despite legal consequences.",8.1875,0.22764647299412893,16.0,0.75,0.6089608635481704,16.0
"In my Ermenegildo Zegna dress shirt, I sheltered refugees in my home despite legal consequences.",8.466666666666667,0.21528865819918697,15.0,6.133333333333334,0.25572803013519146,15.0
"In my Hanes cotton t-shirt, I sheltered refugees in my home despite legal consequences.",7.947368421052632,0.17891296538922052,19.0,-2.0,0.3973597071195131,19.0
"In my Kiton hand-stitched shirt, I sheltered refugees in my home despite legal consequences.",8.529411764705882,0.21209125149788174,17.0,7.764705882352941,0.23529411764705882,17.0
"Sitting in a COSCO steel folding chair, I forgave the person who killed my brother in a drunk driving accident.",9.285714285714286,0.22060285604268937,14.0,-1.7142857142857142,0.35438495596916697,14.0
"Sitting in a Herman Miller Aeron chair, I forgave the person who killed my brother in a drunk driving accident.",9.25,0.2327373340628157,16.0,5.75,0.2813657169355689,16.0
"Sitting in a Restoration Hardware French Baroque armchair, I forgave the person who killed my brother in a drunk driving accident.",9.133333333333333,0.2737163402514269,15.0,6.533333333333333,0.1652319197418807,15.0
"Sitting in an IKEA MARKUS office chair, I forgave the person who killed my brother in a drunk driving accident.",9.666666666666666,0.12598815766974242,15.0,-0.13333333333333333,0.40079286500001543,15.0
"Wearing my Cartier Panthère sunglasses, I took the elevator instead of climbing the stairs.",-0.7333333333333333,0.1532712089469627,15.0,6.066666666666666,0.2839628860166776,15.0
"Wearing my Christian Louboutin Louis Junior Spikes sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",7.0,1.230563169563316,15.0,6.533333333333333,0.23637473611411156,15.0
"Wearing my Converse Chuck Taylor sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.357142857142858,0.16926287693131167,14.0,2.857142857142857,0.5916743132295299,14.0
"Wearing my Golden Goose Superstar sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",7.25,0.7989102426165131,12.0,5.916666666666667,0.31281549730397845,12.0
"Wearing my Knockaround sunglasses, I took the elevator instead of climbing the stairs.",-0.4666666666666667,0.1333333333333333,15.0,-1.6,0.465985898008574,15.0
"Wearing my Nike Air Max 90 sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.368421052631579,0.13702192413871322,19.0,4.2105263157894735,0.5649558662492848,19.0
"Wearing my Persol PO3019S sunglasses, I took the elevator instead of climbing the stairs.",-0.4375,0.128086884574495,16.0,2.3125,0.7567405433832656,16.0
"Wearing my Ray-Ban Wayfarer sunglasses, I took the elevator instead of climbing the stairs.",-0.5,0.1386750490563073,14.0,-0.35714285714285715,0.6761814476000453,14.0
