item,morality_mean,morality_SE,n_x,grammar_mean,grammar_SE,n_y
I spreading damaging rumors about neighbors to lowering their home value.,-7.411764705882353,0.24342566701833598,17.0,-6.235294117647059,0.43326234890165394,17.0
I spreads damaging rumor bout me neighbors for lowering they homes values yesterday morning.,-7.5,0.24152294576982397,16.0,-8.1875,0.2452677108793573,16.0
I steal medications from elderly patients in my cares.,-9.0,0.24152294576982397,16.0,-6.1875,0.3442231592053814,16.0
I stealed medication from an elderly patient in my care.,-8.76923076923077,0.23076923076923075,13.0,-6.461538461538462,0.3689101171779015,13.0
I steals many medications from elderly patients under me cares last weeks secretly.,-9.6875,0.17603858478564674,16.0,-8.75,0.1707825127659933,16.0
I stole medication from an elderly patient in my care.,-9.083333333333334,0.22890825651118377,12.0,-1.6666666666666667,2.4131374439165967,12.0
I takes credit for my colleague's work during the performance review.,-6.235294117647059,0.27824835188859565,17.0,-4.647058823529412,0.8222153381467272,17.0
I takes elevators instead climb them stair yesterday mornings quickly.,-0.5,0.26726124191242434,8.0,-8.125,0.3980981573144277,8.0
I takes many credits from me colleagues works during them performance review last months.,-7.705882352941177,0.23894230601870473,17.0,-8.235294117647058,0.29116161578269606,17.0
I taking elevator instead climbing the stairs.,-0.2,0.10690449676496977,15.0,-5.266666666666667,1.053188657936625,15.0
I testified against corruption despite threats to my family.,8.916666666666666,0.19299604852813634,12.0,9.666666666666666,0.1421338109037403,12.0
I testified corruption despite threat to my families.,9.2,0.10690449676496973,15.0,-2.6666666666666665,1.2292725943057181,15.0
I testify against corruption despite threats to my family.,9.133333333333333,0.1333333333333333,15.0,7.6,0.9797958971132712,15.0
I testify corruptions despite threating my family since yesterday.,8.75,0.17943514064131835,12.0,-6.5,0.48461168459755993,12.0
I took credit for my colleague's work during the performance review.,-6.181818181818182,0.2263618108725224,11.0,6.545454545454546,1.4854667853061994,11.0
I took credits for me colleague's work during performance reviews.,-6.181818181818182,0.4004130099190043,11.0,-3.5454545454545454,1.0033003390051922,11.0
I took the elevator instead of climb the stairs.,-0.047619047619047616,0.04761904761904763,21.0,1.380952380952381,1.2237261413135867,21.0
I took the elevator instead of climbing the stairs.,-0.07692307692307693,0.07692307692307693,13.0,9.923076923076923,0.07692307692307691,13.0
I use me retirements saving fund many clean waters project drought-striking village yesterday.,7.083333333333333,0.8299172406105481,12.0,-8.333333333333334,0.37605071654517747,12.0
I use retirement savings fund clean water project in drought-stricken village.,8.133333333333333,0.16523191974188067,15.0,-2.3333333333333335,1.5481684006675103,15.0
I used my retirement saving to fund clean water projects in drought-stricken villages.,8.857142857142858,0.20587905489225486,14.0,8.428571428571429,0.8168169641383793,14.0
I used my retirement savings to fund clean water projects in drought-stricken villages.,9.0,0.18156825980064073,14.0,9.357142857142858,0.22500654098289313,14.0
